,PC1,PC2,PC3,PC4,PC5
0,-3.982206583677624,-2.59979958559187,0.5178347091551612,1.7595510654150603,-0.7006240222858677
1,-1.8445242206789134,-1.1523637501038115,1.1707785111756346,1.8209916161730642,-0.07362266397384203
2,-0.7751183897420445,-1.5869504476803824,1.6492779836720504,1.568075214985379,0.3360369760781805
3,4.581389159271097,-1.4305147583007949,1.6929918355805536,1.6372198159468734,0.10293660847167688
4,2.254326446612131,-0.579179407168585,-0.8582807965505534,1.934924005064336,-1.5644398112818694
5,-3.4018804285685365,-2.0120372984733588,0.6752821209265001,1.5794672819877813,0.5046719601242529
6,-3.1441668099557307,-0.3293226925577846,0.9055516982416002,1.7072364190507945,0.6558345170887261
7,2.0825683878319845,-1.0875175715851089,1.0093368138160144,1.6251108916422925,0.3595539836963994
8,-1.2131708578414437,0.3182044114693544,1.9950753377995494,1.6944969530273382,0.2784949060524207
9,-1.2131708578414473,0.31820441146935646,1.9950753377995454,1.6944969530273355,0.27849490605242433
10,-4.00355778293109,-1.8338428443108543,1.4820831988238947,1.4647952170707643,1.364357535797986
11,0.8592201720340282,-0.5755359693483164,0.8213183059995207,1.8284296148302857,-0.7286126151261778
12,-3.3332494783353916,-2.0397325231286363,0.3781360343602597,1.4934962884492582,0.8190868697522694
13,2.63929163467343,-1.876596320399244,-1.4953834827474375,1.6701125560824315,0.2051435726380236
14,0.8047251734002402,-1.1917482021425463,-0.41634496763936707,1.6479540656114395,0.2752808249963224
15,0.9422110164022184,0.5103664014731394,0.28806236372287286,1.7437495093305595,-0.7337936078612246
16,0.9422110164022184,0.5103664014731394,0.28806236372287286,1.7437495093305595,-0.7337936078612246
17,3.5477322551457897,-1.3453370045383088,0.976099042675665,1.4073789903865965,1.5633210665723192
18,2.5857208482996916,0.11213129937279898,0.637117454020285,1.565651795473983,1.0491251906917984
19,4.280055302378386,-0.2811925236762283,1.0965254568105784,1.4168840454947131,1.2770094843683046
20,0.33591232754031547,1.3609697739998752,0.6808255651603978,1.5664267984600349,1.0719091087538124
21,0.0036378211990966973,0.9355695080688425,0.12753802703394104,1.6799624041143013,0.4609498798608916
22,1.9486909371894874,-0.12549294223509727,-0.5990921764458752,1.638647651184024,0.1770879120139922
23,0.39414659481974484,1.06945076289655,-0.2726175951599925,1.7952234763632506,0.03350212490249775
24,-1.7483431930767181,1.9662233857409896,-0.7220189843575084,1.6788338063637211,0.3433142951622231
25,2.259691946175846,0.9549642012790246,-0.05909345323162293,1.5143520250437523,1.2679236272026633
26,-0.6628346943324744,4.160298739199495,0.7496922174598752,1.6944983194565002,0.5012559727054162
27,-0.6628346943324744,4.160298739199495,0.7496922174598752,1.6944983194565002,0.5012559727054162
28,2.93472201013594,-0.5583853840408121,2.374736460884547,1.5795555370792862,0.16733789091371015
29,-2.72881463863927,-2.254090428103565,0.3590117957837065,1.8017276108375193,-0.8270800005996033
30,0.06912518685253131,0.32699184257054836,1.6534693480145466,1.8752945954019988,-1.300029494261211
31,-4.310009123792571,-2.062627549685556,-0.41049167639953255,1.9310013209853016,-1.6398055424261317
32,4.723887380553074,-1.3133688597039723,1.63854295355531,1.6270908144135092,-0.2711273006379944
33,0.44870523586755146,0.7914228187064947,1.243903984128876,1.98145231281101,-1.23554423755239
34,3.586132157991545,-1.7953850747964604,-1.5631830695162456,1.817630532342076,-0.5068564229859963
35,-3.3683491324132655,-2.4044145221827082,-0.5247542134748319,1.7772803045896508,-0.8864200999998072
36,-2.1542490834796437,-2.2686595677783696,-1.2861631191663103,1.6816574495541248,-0.18573818619042537
37,3.332881675538305,-2.2842798483521847,-0.08771696529736267,1.2905080608254893,2.1349323529979225
38,-2.7552690747203057,-1.1214122511360463,0.11598234225150737,1.5123746725647946,1.253460532000937
39,-2.7893421008245656,0.5860611701685522,-0.3155943215001076,1.650663620719788,0.16917641368969774
40,2.9824342519934457,0.1413647721898959,-0.7388522084273573,1.595011127602123,0.529072327430969
41,-2.9233936245752763,1.7969327137979139,0.9946413726374219,1.6623255736929974,0.6975726279945147
42,-1.9835056184669053,-0.38467241081653586,-1.4459089319258538,1.803947565904895,-0.04798614472565867
43,1.6958927435880375,0.9498032722541451,-1.2847959341942925,1.825169513646806,-0.5493141168263173
44,2.805019329058521,0.1974770068123222,-0.6540826276018674,1.4350601069436326,0.772953846142778
45,-2.3374383450539296,-0.7709039763588034,-0.5197959163212356,1.4205588355170473,1.563400127237895
46,3.270637412237074,-0.5375297177768615,-1.0086054239208104,1.4967221390634438,1.0934735547553027
47,-0.9303663621055605,0.6542917776120404,0.6680165137773278,1.5470188579933206,0.845661082458571
